strike,心を打つ・襲う・ストライキ,"The news struck everyone.","その知らせは皆に衝撃を与えました。"
repeat,繰り返す,"Please repeat the sentence.","その文を繰り返してください。"
consume,消費する,"Cars consume a lot of fuel.","車は多くの燃料を消費します。"
confuse,混同する・当惑させる,"Don't confuse these two words.","この二つの単語を混同しないでください。"
select,選ぶ・えり抜く,"She selected the best answer.","彼女は最も良い答えを選びました。"
evolve,進化する・発展させる,"Technology continues to evolve.","技術は進化し続けています。"
convince,納得させる・確信させる,"He convinced me to join the team.","彼は私を説得してチームに参加させました。"
recall,思い出す・呼び戻す,"I can't recall his name.","私は彼の名前を思い出せません。"
destroy,破壊する,"The fire destroyed the building.","火事でその建物は破壊されました。"
preserve,保存する・維持する,"We should preserve nature.","私たちは自然を守るべきです。"
organize,準備する・組織する,"She organized the school festival.","彼女は学校祭を企画しました。"
warn,警告する,"The police warned us about the danger.","警察は私たちに危険を警告しました。"
address,対処する・演説する・住所,"We must address this problem quickly.","私たちはこの問題にすぐ対処しなければなりません。"
operate,操作する・運営する,"He knows how to operate the machine.","彼はその機械の操作方法を知っています。"
participate,参加する,"Many students participated in the event.","多くの学生がその行事に参加しました。"
surround,取り巻く,"Trees surround the lake.","木々がその湖を囲んでいます。"
flow,流れる,"The river flows into the sea.","その川は海へ流れ込みます。"
bore,うんざりさせる,"The long speech bored everyone.","長いスピーチは皆を退屈させました。"
complain,不平を言う,"He complained about the noise.","彼は騒音について不平を言いました。"
host,主催する,"Our school hosted an English contest.","私たちの学校は英語コンテストを開催しました。"
combine,結びつける,"Exercise and a healthy diet should be combined.","運動と健康的な食事を組み合わせるべきです。"
extend,延長する・広げる,"They extended the deadline.","彼らは締め切りを延長しました。"
appreciate,正当に評価する・鑑賞する・感謝する,"I really appreciate your help.","あなたの助けに本当に感謝しています。"
target,的・目標,"Our target is to finish by Friday.","私たちの目標は金曜日までに終わらせることです。"
element,要素・成分,"Water is an essential element of life.","水は生命に不可欠な要素です。"
principle,原則・原理,"He always follows his principles.","彼はいつも自分の信念（原則）に従っています。"
phenomenon,現象,"This is a natural phenomenon.","これは自然現象です。"
atmosphere,雰囲気・大気,"The restaurant has a friendly atmosphere.","そのレストランは親しみやすい雰囲気です。"
origin,起源・源,"No one knows the origin of the tradition.","その伝統の起源を知る人はいません。"
personality,性格・個性,"She has a cheerful personality.","彼女は明るい性格です。"
capacity,能力・収容力,"This stadium has a capacity of 50,000 people.","このスタジアムの収容人数は5万人です。"
profit,利益,"The company made a large profit last year.","その会社は昨年大きな利益を上げました。"
circumstance,状況・周囲の事情,"We had to change our plans because of the circumstances.","事情により私たちは計画を変更しなければなりませんでした。"
manner,方法・物腰,"He spoke in a polite manner.","彼は丁寧な態度で話しました。"
threat,脅威,"Climate change is a serious threat.","気候変動は深刻な脅威です。"
resident,居住者,"The residents welcomed the new park.","住民たちは新しい公園を歓迎しました。"
wealth,富,"Health is more important than wealth.","健康は富より大切です。"
institution,機関・制度,"She works for a financial institution.","彼女は金融機関で働いています。"
authority,権威,"The local authority repaired the road.","地方自治体がその道路を修理しました。"
vote,投票,"Many people voted in the election.","多くの人が選挙で投票しました。"
sight,光景,"The view from the mountain was a beautiful sight.","山からの景色は美しい光景でした。"
campaign,運動,"The city started a recycling campaign.","その市はリサイクル運動を始めました。"
fund,資金,"They raised funds for the project.","彼らはその計画のために資金を集めました。"
web,（クモの）網・ウェブ,"I found the information on the web.","私はその情報をウェブで見つけました。"
symbol,象徴,"The dove is a symbol of peace.","ハトは平和の象徴です。"
analysis,分析,"The scientist published a detailed analysis.","その科学者は詳細な分析を発表しました。"
version,型・版,"I downloaded the latest version of the app.","私はそのアプリの最新版をダウンロードしました。"
perspective,観点,"Try to see the problem from another perspective.","別の観点からその問題を見てみましょう。"
crisis,危機,"The country is facing an economic crisis.","その国は経済危機に直面しています。"
disaster,災害,"The earthquake was a terrible disaster.","その地震は恐ろしい災害でした。"
lecture,講義,"I attended a lecture on history.","私は歴史の講義に出席しました。"
psychology,心理学,"She studies psychology at university.","彼女は大学で心理学を学んでいます。"
gender,性別,"The survey included questions about gender.","その調査には性別に関する質問が含まれていました。"
custom,習慣,"It is a local custom to remove your shoes.","靴を脱ぐことはその地域の習慣です。"
court,法廷,"The case was brought to court.","その事件は法廷に持ち込まれました。"
desert,砂漠,"Camels can survive in the desert.","ラクダは砂漠で生き残ることができます。"
soil,土・土地,"Plants grow well in rich soil.","植物は肥えた土でよく育ちます。"
agriculture,農業,"Agriculture is important in this region.","この地域では農業が重要です。"
fossil,化石,"The museum displays dinosaur fossils.","その博物館には恐竜の化石が展示されています。"
document,文書・書類,"Please read the document carefully.","その書類を注意深く読んでください。"
intelligent,知能の高い,"Dolphins are intelligent animals.","イルカは知能の高い動物です。"
conscious,意識して・気づいて,"She was conscious of the risk.","彼女はその危険を意識していました。"
capable,能力がある,"He is capable of solving the problem.","彼はその問題を解決する能力があります。"
accurate,正確な,"The report contains accurate information.","その報告書には正確な情報が含まれています。"
fundamental,基本的な,"Reading is a fundamental skill.","読むことは基本的な技能です。"
artificial,人工の,"The lake is artificial.","その湖は人工です。"
overall,全体的な,"The overall result was excellent.","全体的な結果は素晴らしいものでした。"
rural,田舎の,"Many people moved from rural areas to cities.","多くの人が農村から都市へ移住しました。"
military,軍の・軍隊（用）の,"The country increased its military budget.","その国は軍事予算を増やしました。"
nuclear,核の・原子力の,"Some countries depend on nuclear energy.","いくつかの国は原子力エネルギーに依存しています。"
biological,生物学（上）の,"Scientists are studying biological diversity.","科学者たちは生物多様性を研究しています。"
constant,絶え間ない・一定の,"Success requires constant effort.","成功には絶え間ない努力が必要です。"
severe,厳しい,"The area suffered severe damage.","その地域は甚大な被害を受けました。"
firm,堅い・厳しい,"The teacher took a firm attitude.","先生は毅然とした態度を取りました。"
presence,"存在、出席","Her presence made everyone feel relaxed.","彼女がいることで皆が安心しました。"
confidence,"自信、信頼","She spoke with confidence.","彼女は自信を持って話しました。"
harm,"害、損害","Smoking can cause serious harm.","喫煙は深刻な害をもたらすことがあります。"
instrument,"器具、楽器","He can play several musical instruments.","彼はいくつかの楽器を演奏できます。"
category,"部類、区分","This book belongs to a different category.","この本は別の部類に属します。"
capital,"資本、首都、大文字","Tokyo is the capital of Japan.","東京は日本の首都です。"
outcome,"結果","The outcome was better than expected.","結果は予想より良いものでした。"
notion,"考え、概念","I disagree with that notion.","私はその考えに賛成できません。"
review,"再検討、批評、復習","Let's review today's lesson.","今日の授業を復習しましょう。"
trait,"特性、特徴","Kindness is one of his best traits.","親切さは彼の最も優れた特徴の一つです。"
diversity,"多様性","The city is known for its cultural diversity.","その都市は文化の多様性で知られています。"
victim,"犠牲者","The victim was taken to the hospital.","犠牲者は病院へ運ばれました。"
occasion,"場合、時、行事","This is a special occasion.","これは特別な行事です。"
facility,"施設、設備、機能","The sports facility is open every day.","そのスポーツ施設は毎日開いています。"
stock,"在庫品、蓄え、株","The store has enough stock.","その店には十分な在庫があります。"
conference,"会議","She attended an international conference.","彼女は国際会議に出席しました。"
humanity,"人類、人間性","We should work for the future of humanity.","私たちは人類の未来のために努力すべきです。"
dialect,"方言","He speaks the local dialect.","彼はその土地の方言を話します。"
proportion,"割合、部分","A large proportion of students passed the exam.","多くの割合の生徒が試験に合格しました。"
tip,"助言、秘訣、チップ","Here is a useful tip for studying English.","英語学習の役立つコツを紹介します。"
lawyer,"弁護士","She wants to become a lawyer.","彼女は弁護士になりたいと思っています。"
stuff,"（漠然と）物、素材、素質","Don't touch my stuff.","私の物に触らないでください。"
comfort,"快適さ、慰め","This chair provides great comfort.","この椅子はとても快適です。"
philosophy,"哲学、人生観","He studies philosophy at college.","彼は大学で哲学を学んでいます。"
mammal,"哺乳動物","A whale is a mammal.","クジラは哺乳動物です。"
quantity,"量","We need a large quantity of water.","私たちは大量の水が必要です。"
landscape,"風景、状況","The mountain landscape was beautiful.","山の風景は美しかったです。"
tribe,"部族、仲間","The tribe lived in the forest.","その部族は森に住んでいました。"
organ,"器官、臓器、パイプオルガン","The heart is an important organ.","心臓は重要な臓器です。"
trial,"試み、裁判","The new method was only a trial.","その新しい方法は試みでした。"
norm,"規範、標準","Hard work is the norm here.","ここでは努力することが当たり前です。"
code,"規範、暗号","Please enter the security code.","暗証コードを入力してください。"
substance,"物質、実体、重要性","Water is an essential substance for life.","水は生命に不可欠な物質です。"
multiple,"多様な、多数の","She speaks multiple languages.","彼女は複数の言語を話します。"
numerous,"非常に数の多い","Numerous birds flew across the sky.","非常に多くの鳥が空を飛びました。"
narrow,"狭い、細い","The road is too narrow for buses.","その道はバスには狭すぎます。"
widespread,"広範囲にわたる","The disease became widespread.","その病気は広く流行しました。"
sufficient,"十分な","We have sufficient time to finish.","私たちには終えるのに十分な時間があります。"
proper,"適切な、ふさわしい","Please wear proper clothes for the interview.","面接には適切な服装をしてください。"
linguistic,"言語の、言語学の","She is interested in linguistic research.","彼女は言語学の研究に興味があります。"
annual,"年1回の、例年の、1年間の","The annual festival attracts many visitors.","毎年の祭りには多くの人が訪れます。"
contemporary,"現代の、同時代の","She enjoys contemporary art.","彼女は現代美術を楽しんでいます。"
contrary,"反対の","His opinion was contrary to mine.","彼の意見は私のものと反対でした。"
strict,"厳しい、厳格な","Our teacher is strict but kind.","私たちの先生は厳しいですが親切です。"
civil,"市民の、民間の","Everyone has civil rights.","誰もが市民としての権利を持っています。"
odd,"奇妙な、奇数の","That's an odd question.","それは奇妙な質問です。"
unknown,"不明の、知られていない","The cause is still unknown.","原因はまだ不明です。"
demonstrate,"を論証［証明］する","The experiment demonstrated the new theory.","その実験は新しい理論を証明しました。"
behave,"振る舞う","Children should behave politely.","子どもは礼儀正しく振る舞うべきです。"
educate,"を教育する","Parents educate their children at home.","親は家庭で子どもを教育します。"
purchase,"を購入する","I purchased a new computer yesterday.","私は昨日新しいコンピューターを購入しました。"
recommend,"を勧める","I recommend this book to everyone.","私はこの本をみんなに勧めます。"
admit,"（を）（しぶしぶ）認める","He admitted his mistake.","彼は自分の間違いを認めました。"
generate,"を生み出す","The wind turbines generate electricity.","風力発電機は電気を生み出します。"
explore,"（を）調査［探究］する","Scientists continue to explore space.","科学者たちは宇宙を探究し続けています。"
amaze,"をびっくりさせる","The magician amazed the audience.","その手品師は観客を驚かせました。"
tear,"を引き裂く","Be careful not to tear the paper.","紙を破らないように気をつけてください。"
settle,"を解決する","They settled the problem peacefully.","彼らはその問題を平和的に解決しました。"
afford,"持つ［する］余裕がある","I can't afford a new car.","私は新しい車を買う余裕がありません。"
conclude,"と結論づける","The researchers concluded that the plan was effective.","研究者たちはその計画は効果的だと結論づけました。"
advertise,"を宣伝する","The company advertised its new product.","その会社は新製品を宣伝しました。"
encounter,"に遭遇する","We encountered heavy rain on the way.","私たちは途中で大雨に遭遇しました。"
remind,"に思い出させる","Please remind me about the meeting.","会議のことを思い出させてください。"
locate,"〔受身形で〕位置する","The hotel is located near the station.","そのホテルは駅の近くに位置しています。"
aid,"を援助する","The organization aided the victims.","その団体は被災者を援助しました。"
bite,"（を）かむ","The dog bit my hand.","その犬は私の手をかみました。"
deliver,"を配達する","They delivered the package this morning.","彼らは今朝その荷物を配達しました。"
perceive,"に気づく","She perceived a small change in his voice.","彼女は彼の声の小さな変化に気づきました。"
distinguish,"を区別する","Can you distinguish fact from fiction?","あなたは事実と作り話を区別できますか。"
imply,"を暗に意味する","His words implied that he was unhappy.","彼の言葉は彼が不満であることを暗に意味していました。"
handle,"を処理する","She handled the situation well.","彼女はその状況をうまく処理しました。"
praise,"を賞賛する","The teacher praised her effort.","先生は彼女の努力を賞賛しました。"
appeal,"訴える","The lawyer appealed to the court.","その弁護士は法廷に訴えました。"
insist,"（を）強く主張する","He insisted that he was right.","彼は自分が正しいと強く主張しました。"
compete,"競う","Many teams competed in the tournament.","多くのチームがその大会で競いました。"
rank,"を位置づける","The report ranked the city first.","その報告書はその都市を1位に位置づけました。"
deny,"を否定する","She denied the accusation.","彼女はその非難を否定しました。"
reject,"を拒否する","They rejected the proposal.","彼らはその提案を拒否しました。"
intend,"を意図する","I intend to study abroad.","私は留学するつもりです。"
expose,"をさらす","Do not expose your skin to the sun for too long.","長時間肌を日光にさらさないでください。"
favor,"に賛成する","Most people favored the new rule.","ほとんどの人が新しい規則に賛成しました。"
inspire,"（人）を奮起させる","Her speech inspired many students.","彼女のスピーチは多くの生徒を奮起させました。"
propose,"を提案する","He proposed a new idea.","彼は新しい案を提案しました。"
spell,"（語）をつづる","Can you spell your name?","あなたは自分の名前をつづれますか。"
breathe,"呼吸する","Take a deep breath and breathe slowly.","深呼吸をしてゆっくり呼吸してください。"
repair,"を修理する","He repaired the broken bicycle.","彼は壊れた自転車を修理しました。"
consist,"（〜から）成る","The team consists of ten members.","そのチームは10人で構成されています。"
comment,"意見、コメント","She made a helpful comment.","彼女は役立つコメントをしました。"
instruction,"指示","Please follow the instructions carefully.","指示に注意深く従ってください。"
religion,"宗教","People have different religions.","人々はさまざまな宗教を信仰しています。"
neighborhood,"地域","The neighborhood is quiet and safe.","その地域は静かで安全です。"
laboratory,"実験室、研究室","The students worked in the laboratory.","学生たちは研究室で実験をしました。"
superior,"よりすぐれた","This model is superior to the old one.","このモデルは旧型より優れています。"
sensitive,"敏感な、神経質な","She is sensitive to other people's feelings.","彼女は他人の気持ちに敏感です。"
violent,"（人・気質などが）激しい","The movie contains some violent scenes.","その映画には激しい場面がいくつかあります。"
virtual,"仮想の、事実上の","We attended a virtual meeting yesterday.","私たちは昨日オンライン会議に参加しました。"
regardless,"（～に）かまわない、無頓着な","He continued regardless of the danger.","彼は危険にもかかわらず続けました。"
immediate,"即座の、当面の","The patient needs immediate treatment.","その患者は直ちに治療が必要です。"
crucial,"重要な","Communication is crucial for success.","成功にはコミュニケーションが重要です。"
somewhat,"いくぶ
英単語,意味,例文,日本語訳
debt,"借金、負債","He paid off his debt last year.","彼は昨年借金を返済しました。"
loan,"貸付金、融資","She applied for a student loan.","彼女は学生ローンを申し込みました。"
duty,"義務、任務","It is our duty to help others.","他人を助けることは私たちの義務です。"
alarm,"警報、目覚まし","The fire alarm rang loudly.","火災警報が大きく鳴りました。"
emergency,"緊急事態","Call the police in an emergency.","緊急時には警察を呼んでください。"
democracy,"民主主義","Democracy is important for freedom.","民主主義は自由にとって重要です。"
minister,"大臣、牧師","The minister announced a new policy.","その大臣は新しい政策を発表しました。"
fellow,"仲間、同僚","He is a fellow student of mine.","彼は私の仲間の学生です。"
candidate,"候補者","She is a strong candidate for the job.","彼女はその仕事の有力な候補者です。"
corporation,"企業、法人","The corporation employs thousands of people.","その企業は何千人もの人を雇っています。"
stereotype,"固定観念、ステレオタイプ","We should avoid stereotypes.","私たちは固定観念を避けるべきです。"
route,"経路、道筋","This is the fastest route to the station.","これが駅への最も速い経路です。"
disorder,"障害、混乱","The disease causes a sleep disorder.","その病気は睡眠障害を引き起こします。"
depression,"不況、憂うつ","The country recovered from the economic depression.","その国は経済不況から回復しました。"
weapon,"武器","The police found a dangerous weapon.","警察は危険な武器を発見しました。"
immigration,"移民、入国","Immigration has increased in recent years.","近年、移民が増加しています。"
barrier,"障害、壁","Language can be a barrier.","言葉は障害になることがあります。"
disadvantage,"不利な点、欠点","Cost is the biggest disadvantage.","費用が最大の欠点です。"
mood,"気分、機嫌","She is in a good mood today.","彼女は今日は機嫌が良いです。"
motion,"動き、動作","The machine is in motion.","その機械は動いています。"
routine,"日課、決まりきった仕事","Exercise is part of my daily routine.","運動は私の日課の一部です。"
discipline,"規律、しつけ","The school emphasizes discipline.","その学校は規律を重視しています。"
myth,"神話、誤った考え","That is just a myth.","それは単なる神話です。"
hypothesis,"仮説","The scientist tested his hypothesis.","その科学者は自分の仮説を検証しました。"
physician,"医師","You should consult a physician.","医師に相談すべきです。"
client,"依頼人、顧客","The lawyer met with her client.","その弁護士は依頼人と会いました。"
colony,"植民地、集団","The ants built a large colony.","アリは大きな集団を作りました。"
statistics,"統計","The statistics show steady growth.","その統計は着実な成長を示しています。"
grain,"穀物、粒","Rice is an important grain.","米は重要な穀物です。"
ingredient,"材料、成分","Sugar is the main ingredient.","砂糖が主な材料です。"
treasure,"宝物","The pirates searched for treasure.","海賊たちは宝物を探しました。"
contract,"契約","They signed a new contract.","彼らは新しい契約に署名しました。"
welfare,"福祉、幸福","The government improved social welfare.","政府は社会福祉を改善しました。"
prime,"主要な、最も重要な","Safety is our prime concern.","安全が私たちの最優先事項です。"
curious,"好奇心の強い","Children are naturally curious.","子どもは生まれつき好奇心が旺盛です。"
dramatic,"劇的な","There was a dramatic change.","劇的な変化がありました。"
distinct,"明確に異なる","The two ideas are distinct.","その2つの考えは明確に異なります。"
anxious,"心配して、切望して","She was anxious about the exam.","彼女は試験を心配していました。"
vital,"極めて重要な","Water is vital for life.","水は生命にとって極めて重要です。"
conventional,"従来の、慣習的な","They use conventional methods.","彼らは従来の方法を使っています。"
abstract,"抽象的な","Abstract art is difficult for me to understand.","抽象芸術は私には理解するのが難しいです。"
minor,"小さい、重要でない","He suffered only a minor injury.","彼は軽いけがをしただけでした。"
extraordinary,"並外れた、驚くべき","She has extraordinary talent.","彼女は並外れた才能を持っています。"
stable,"安定した","The patient's condition is stable.","患者の容体は安定しています。"
flexible,"柔軟な","Our schedule is flexible.","私たちの予定は柔軟です。"
brief,"短い、簡潔な","He gave a brief explanation.","彼は簡潔な説明をしました。"
aggressive,"攻撃的な、積極的な","The dog became aggressive.","その犬は攻撃的になりました。"
visible,"目に見える","The mountain is clearly visible.","その山ははっきり見えます。"
unexpected,"予想外の","We received unexpected news.","私たちは予想外の知らせを受けました。"
英単語,意味,例文,日本語訳
interpret,"を解釈する","People interpret the poem in different ways.","人々はその詩をさまざまに解釈します。"
translate,"を翻訳する","She translated the letter into English.","彼女はその手紙を英語に翻訳しました。"
concentrate,"集中する","Please concentrate on your homework.","宿題に集中してください。"
request,"に頼む、を要請する","I requested more information.","私はさらに詳しい情報を要請しました。"
criticize,"を批判する","It's easy to criticize others.","他人を批判するのは簡単です。"
overcome,"に打ち勝つ、を克服する","She overcame many difficulties.","彼女は多くの困難を克服しました。"
obtain,"を得る","He obtained a driver's license.","彼は運転免許を取得しました。"
inform,"に知らせる","Please inform me of any changes.","変更があれば知らせてください。"
ensure,"を確実にする","These rules ensure safety.","これらの規則は安全を確実にします。"
announce,"を発表する","The company announced the results.","その会社は結果を発表しました。"
grant,"を与える、を認める","The university granted her a scholarship.","大学は彼女に奨学金を与えました。"
freeze,"凍る、を凍らせる","Water freezes at 0°C.","水は0度で凍ります。"
oppose,"に反対する","Many people opposed the plan.","多くの人がその計画に反対しました。"
differ,"異なる","My opinion differs from yours.","私の意見はあなたのものと異なります。"
hate,"をひどく嫌う","I hate getting up early.","私は早起きが大嫌いです。"
emphasize,"を強調する","The teacher emphasized the importance of reading.","先生は読書の重要性を強調しました。"
employ,"を雇う、を用いる","The company employs over 500 workers.","その会社は500人以上の従業員を雇っています。"
credit,"（功績など）を帰する","She credited her success to hard work.","彼女は成功を努力のおかげだとしました。"
transform,"を変える","Technology has transformed our lives.","技術は私たちの生活を変えました。"
construct,"を建設する、を構成する","They constructed a new bridge.","彼らは新しい橋を建設しました。"
arise,"生じる","Problems may arise at any time.","問題はいつでも生じる可能性があります。"
beat,"を打ち負かす","Our team beat the champions.","私たちのチームは王者を打ち負かしました。"
regret,"を後悔する","He regretted his decision.","彼は自分の決断を後悔しました。"
alter,"を変える","We had to alter our plans.","私たちは計画を変更しなければなりませんでした。"
absorb,"を吸収する","Plants absorb water through their roots.","植物は根から水を吸収します。"
disappoint,"を失望させる","I don't want to disappoint my parents.","私は両親を失望させたくありません。"
cure,"を治す","This medicine can cure the disease.","この薬はその病気を治すことができます。"
transport,"を輸送する","The trucks transport goods across the country.","そのトラックは全国に商品を輸送します。"
rush,"急いで行く","He rushed to catch the train.","彼は電車に乗るため急いで行きました。"
hang,"を掛ける","She hung the picture on the wall.","彼女は壁に絵を掛けました。"
blame,"を責める","Don't blame yourself.","自分を責めないでください。"
ban,"を（公式に）禁止する","The city banned smoking in parks.","その市は公園での喫煙を禁止しました。"
fascinate,"を魅了する","Space has always fascinated me.","宇宙はいつも私を魅了します。"
recover,"回復する","He recovered from the illness.","彼は病気から回復しました。"
celebrate,"を祝う","We celebrated her birthday.","私たちは彼女の誕生日を祝いました。"
manufacture,"を製造する","This factory manufactures cars.","この工場は自動車を製造しています。"
interact,"影響し合う、相互に作用する","Students interact with each other.","学生たちは互いに交流します。"
arrange,"の手はずを整える","She arranged the meeting.","彼女は会議の手はずを整えました。"
adjust,"を調節する、適合させる","Please adjust the seat.","座席を調節してください。"
confirm,"を確かめる、裏付ける","Please confirm your reservation.","予約を確認してください。"
insight,"見識、理解（力）","His book gives us valuable insight.","彼の本は私たちに貴重な見識を与えてくれます。"
innovation,"革新","Innovation drives economic growth.","革新は経済成長を促します。"
budget,"予算","We must stay within the budget.","私たちは予算内に収めなければなりません。"
fee,"料金、謝礼","The entrance fee is 500 yen.","入場料は500円です。"
expense,"費用、経費","Travel expenses were very high.","旅費はとても高額でした。"
ethnic,"民族の、人種の","The city has many ethnic groups.","その都市には多くの民族集団がいます。"
ethnicity,"民族性","The survey asked about ethnicity.","その調査では民族性について質問しました。"
alien,"異質の、外国の","The customs seemed alien to me.","その習慣は私には異質に思えました。"
alienate,"疎外させる","His rude behavior alienated his friends.","彼の失礼な態度は友人たちを遠ざけました。"
initial,"初めの","My initial impression was positive.","私の第一印象は良いものでした。"
initiative,"主導権、新構想","She took the initiative in the project.","彼女はその計画で主導権を握りました。"
exact,"正確な、まさにその","Please tell me the exact time.","正確な時間を教えてください。"
exactly,"まさに、その通り","That's exactly what I wanted.","それはまさに私が欲しかったものです。"
precise,"正確な、精密な","The machine gives precise measurements.","その機械は精密な測定を行います。"
precision,"精度","The robot works with great precision.","そのロボットは非常に高い精度で動作します。"
latter,"後者の、後半の","Of the two options, I prefer the latter.","2つの選択肢では後者のほうが好きです。"
former,"前者の","The former plan was more practical.","前者の計画のほうが実用的でした。
