achieve,〜を達成する・成し遂げる,"He achieved his goal.","彼は目標を達成しました。"
establish,〜を設立する・確立する,"They established a new school.","彼らは新しい学校を設立しました。"
supply,〜を供給する,"This factory supplies clean water.","この工場はきれいな水を供給しています。"
suppose,〜だと思う・仮定する,"I suppose he is right.","彼は正しいと思います。"
prefer,〜の方を好む,"I prefer tea to coffee.","私はコーヒーより紅茶の方が好きです。"
determine,〜を決定する・正確に知る,"We determined the cause of the accident.","私たちは事故の原因を突き止めました。"
treat,〜を扱う・治療する,"Doctors treated the injured man.","医師たちはそのけが人を治療しました。"
prove,〜を証明する・判明する,"The test proved his idea.","その実験は彼の考えを証明しました。"
apply,申し込む・〜を適用する,"She applied for the job.","彼女はその仕事に応募しました。"
mention,〜と言及する・言う,"He mentioned your name.","彼はあなたの名前に言及しました。"
prevent,〜を妨げる・防ぐ,"Regular exercise prevents disease.","定期的な運動は病気を防ぎます。"
suffer,（苦痛など）を経験する・苦しむ,"Many people suffered from the heat.","多くの人が暑さに苦しみました。"
survive,〜を切り抜けて生き残る,"He survived the accident.","彼はその事故を生き延びました。"
publish,〜を出版する・公表する,"She published her first book.","彼女は初めての本を出版しました。"
opportunity,機会,"This is a good opportunity to learn English.","これは英語を学ぶ良い機会です。"
task,（課せられた）仕事・作業,"I finished my task before lunch.","私は昼食前に仕事を終えました。"
industry,産業・製造業,"The automobile industry is growing.","自動車産業は成長しています。"
emotion,感情・感動,"Music can express deep emotions.","音楽は深い感情を表現できます。"
stress,ストレス・圧力・強調,"Too much stress is bad for your health.","過度のストレスは健康に良くありません。"
decade,10年間,"The city has changed a lot over the last decade.","この10年間でその町は大きく変わりました。"
range,範囲・射程距離,"The price range is from 1,000 to 3,000 yen.","価格の範囲は1,000円から3,000円です。"
character,性格・個性・登場人物・文字,"She has a kind character.","彼女は優しい性格です。"
advantage,利点・優勢,"One advantage of online learning is flexibility.","オンライン学習の利点の一つは柔軟性です。"
phrase,句・成句・言い回し,"Please learn this useful English phrase.","この便利な英語の言い回しを覚えてください。"
contain,〜を含む・（感情などを）抑える,"This box contains old letters.","この箱には古い手紙が入っています。"
contact,〜と連絡を取る・接触・連絡,"Please contact me by email.","メールで私に連絡してください。"
regard,〜を（…と）みなす・評価する,"Many people regard her as a great teacher.","多くの人が彼女を素晴らしい先生だと考えています。"
respect,〜を尊敬する・尊重する,"We should respect other people's opinions.","私たちは他人の意見を尊重すべきです。"
search,〜を捜す・調査する,"The police searched the building.","警察はその建物を捜索しました。"
connect,〜をつなぐ・関連づける,"This bridge connects the two islands.","この橋は二つの島をつないでいます。"
economy,経済・節約,"The country's economy is improving.","その国の経済は改善しています。"
policy,政策・方針・主義,"The company changed its policy.","その会社は方針を変更しました。"
account,説明・勘定・口座・説明する,"She opened a bank account.","彼女は銀行口座を開設しました。"
trade,貿易・商売・取引・交換する,"Japan trades with many countries.","日本は多くの国と貿易をしています。"
model,模型・モデル・型・模範,"She is a role model for young people.","彼女は若者たちの模範です。"
figure,数字・姿・人物・図・計算する,"The sales figures increased this year.","今年は売上高の数字が増加しました。"
cell,細胞・電池・小個室,"The human body is made up of millions of cells.","人間の体は何百万もの細胞でできています。"
access,利用・入手・接近（の機会・方法）,"Students have free access to the library.","学生は図書館を自由に利用できます。"
item,品目・項目,"Please check each item on the list.","リストの各項目を確認してください。"
income,収入・所得,"His monthly income is stable.","彼の毎月の収入は安定しています。"
attitude,態度・考え方,"She has a positive attitude toward learning.","彼女は学ぶことに前向きな姿勢を持っています。"
site,用地・場所・跡地,"They visited the historical site.","彼らはその史跡を訪れました。"
aspect,側面・観点,"We discussed every aspect of the problem.","私たちはその問題のあらゆる側面について話し合いました。"
structure,構造・体系,"The structure of the bridge is very strong.","その橋の構造はとても頑丈です。"
habit,習慣・癖,"Reading every day is a good habit.","毎日本を読むことは良い習慣です。"
impact,影響・衝撃,"The new law had a big impact on society.","新しい法律は社会に大きな影響を与えました。"
method,方法・手法,"This method is easy to understand.","この方法は理解しやすいです。"
resource,資源・財源・資質,"Water is an important natural resource.","水は重要な天然資源です。"
region,地域・領域・部位,"Rice is grown in this region.","この地域では米が栽培されています。"
medicine,薬・医学,"You should take this medicine after meals.","この薬は食後に飲んでください。"
detail,詳細・細部,"Please explain the details of your plan.","あなたの計画の詳細を説明してください。"
feature,特徴・呼び物・特集記事,"One feature of this phone is its long battery life.","この携帯電話の特徴の一つは電池が長持ちすることです。"
essential,不可欠な・極めて重要な・本質的な,"Sleep is essential for good health.","睡眠は健康に不可欠です。"
official,公用の・公式の・役所の,"This is the official website of the school.","これはその学校の公式ウェブサイトです。"
financial,財政（上）の・財務の・金融の,"She has financial problems.","彼女は経済的な問題を抱えています。"
academic,学問の・大学の,"He received an academic award.","彼は学業優秀賞を受賞しました。"
aware,気づいて・知って,"I was aware of the danger.","私はその危険に気づいていました。"
worth,～の価値がある,"This book is worth reading.","この本は読む価値があります。"
potential,潜在的な・可能性のある,"She has great potential as a scientist.","彼女は科学者として大きな可能性を秘めています。"
instance,（具体的な）例・実例,"For instance, you can use this app to study English.","例えば、このアプリを使って英語を勉強できます。"
positive,肯定的な・積極的な・確信して,"Try to keep a positive attitude.","前向きな姿勢を保つようにしましょう。"
negative,否定的な・消極的な・陰性の,"His answer was negative.","彼の返事は否定的でした。"
complex,複雑な・複合体（の）,"This is a complex problem.","これは複雑な問題です。"
current,現在の・現代の・通用している,"What is your current address?","あなたの現在の住所はどこですか。"
mental,精神の・知能の・頭の中でする,"Regular exercise is good for your mental health.","定期的な運動は心の健康に良いです。"
specific,特定の・明確な・具体的な,"Can you give me a specific example?","具体的な例を挙げてもらえますか。"

identify,〜を特定する・識別する,"The police identified the suspect.","警察は容疑者を特定しました。"
represent,〜を表す・代表する,"This symbol represents peace.","このシンボルは平和を表しています。"
indicate,〜を示す・指し示す,"The sign indicates the way to the station.","その標識は駅への道を示しています。"
manage,〜を管理する・何とかやり遂げる,"She managed to finish the work on time.","彼女は何とか時間までに仕事を終えました。"
attend,〜に出席する,"Many students attended the meeting.","多くの学生がその会議に出席しました。"
maintain,〜を維持する・保つ,"It is important to maintain good health.","健康を維持することは大切です。"
conduct,〜を行う・実施する,"The scientist conducted an experiment.","その科学者は実験を行いました。"
associate,〜を関連づける,"Many people associate summer with the beach.","多くの人は夏を海と結び付けます。"
attempt,〜を試みる・試み,"He attempted to solve the problem.","彼はその問題を解こうとしました。"
promote,〜を促進する・昇進させる,"The campaign promotes healthy eating.","その運動は健康的な食生活を促進しています。"
feed,〜に食べ物を与える,"She fed the dog every morning.","彼女は毎朝その犬にえさを与えました。"
seek,〜を探し求める,"They are seeking a better solution.","彼らはより良い解決策を探しています。"
observe,〜を観察する・守る,"We observed the stars last night.","私たちは昨夜星を観察しました。"
reveal,〜を明らかにする,"The survey revealed surprising results.","その調査は驚くべき結果を明らかにしました。"
estimate,〜を見積もる・推定する,"Experts estimated the cost.","専門家たちはその費用を見積もりました。"
reflect,〜を反映する・熟考する,"His face reflected his happiness.","彼の表情は喜びを表していました。"
attract,〜を引きつける,"The park attracts many tourists.","その公園は多くの観光客を引きつけます。"
ignore,〜を無視する,"Don't ignore your teacher's advice.","先生の助言を無視してはいけません。"
match,〜に合う・一致する・試合,"This tie matches your suit.","このネクタイはあなたのスーツによく合います。"
define,〜を定義する・明確にする,"Can you define this word?","この単語を定義できますか。"
adapt,〜を適応させる・適応する,"Animals adapt to their environment.","動物は環境に適応します。"
contribute,貢献する・寄付する,"Everyone can contribute to society.","誰もが社会に貢献できます。"
exchange,〜を交換する・交換,"We exchanged ideas after the meeting.","私たちは会議の後で意見を交換しました。"
hide,〜を隠す・隠れる,"He hid the key under the box.","彼は箱の下に鍵を隠しました。"
doubt,〜を疑う・疑い,"I doubt his story.","私は彼の話を疑っています。"
remove,〜を取り除く,"Please remove your shoes.","靴を脱いでください。"
wind,風・〜を巻く,"Please wind the clock.","時計のねじを巻いてください。"
assume,〜だと仮定する,"Let's assume that he is right.","彼が正しいと仮定しましょう。"
desire,願望・〜を強く望む,"She desires to become a doctor.","彼女は医者になることを強く望んでいます。"
succeed,成功する,"He succeeded in passing the exam.","彼は試験に合格することに成功しました。"
concept,概念・考え方,"The concept is easy to understand.","その概念は理解しやすいです。"
fashion,流行・ファッション,"She is interested in fashion.","彼女はファッションに興味があります。"
device,装置・機器,"This device is easy to use.","この装置は使いやすいです。"
identify,〜を特定する・〜を確認する,"The police identified the driver.","警察はその運転手を特定しました。"
represent,〜を代表する・〜を表す,"This flag represents our country.","この旗は私たちの国を表しています。"
indicate,〜を指し示す・〜を表す,"The map indicates the nearest station.","その地図は最寄り駅を示しています。"
manage,〜をどうにか成し遂げる・〜を管理する,"She managed to finish the report on time.","彼女は何とか時間までに報告書を完成させました。"
attend,〜に出席する・（話を）注意して聞く・〜の世話をする,"Many people attended the meeting.","多くの人がその会議に出席しました。"
maintain,〜を維持する・〜を主張する,"Regular exercise helps maintain good health.","定期的な運動は健康を維持するのに役立ちます。"
sort,種類・分類,"What sort of music do you like?","あなたはどんな種類の音楽が好きですか。"
conduct,〜を行う・〜を案内する,"The scientist conducted an experiment.","その科学者は実験を行いました。"
associate,〜を関連づける・連想する,"Many people associate Japan with sushi.","多くの人は日本と寿司を結び付けます。"
attempt,〜を試みる・企てる,"He attempted to climb the mountain.","彼はその山に登ろうとしました。"
promote,〜を促進する・昇進させる,"The campaign promotes healthy eating.","その運動は健康的な食生活を促進しています。"
feed,〜にエサをやる・〜を養う,"She feeds her cat every morning.","彼女は毎朝猫にえさをやります。"
seek,〜を追い求める・〜を捜す,"They are seeking a better solution.","彼らはより良い解決策を探しています。"
observe,〜に気づく・〜を観察する・〜を遵守する,"We observed birds in the forest.","私たちは森で鳥を観察しました。"
reveal,〜を明らかにする・〜を見せる,"The report revealed the truth.","その報告書は真実を明らかにしました。"
estimate,〜を見積もる・〜を評価する,"Experts estimated the cost of the project.","専門家たちはその計画の費用を見積もりました。"
reflect,〜を反映する・〜を反射する・熟考する,"The lake reflected the mountains.","湖は山々を映していました。"
attract,〜を引きつける・魅了する,"The festival attracts many visitors.","その祭りは多くの観光客を引きつけます。"
ignore,〜を無視する・知らないふりをする,"Don't ignore your parents' advice.","両親の助言を無視してはいけません。"
match,〜と調和する・一致する・〜に匹敵する,"This tie matches your jacket.","このネクタイはあなたの上着によく合います。"
define,〜を定義する・明確にする,"Can you define this word?","この単語を定義できますか。"
adapt,〜を適応させる・適応する,"Animals adapt to their environment.","動物は環境に適応します。"
contribute,〜に貢献する・寄付する・〜の一因となる,"Everyone can contribute to society.","誰もが社会に貢献できます。"
exchange,〜を交換する・両替する,"We exchanged ideas after class.","私たちは授業の後で意見を交換しました。"
hide,〜を隠す・隠れる,"He hid the key under the table.","彼はテーブルの下に鍵を隠しました。"
doubt,〜ではないと思う・疑う,"I doubt his story.","私は彼の話を疑っています。"
remove,〜を取り除く・移す,"Please remove your shoes.","靴を脱いでください。"
wind,〜を巻く・（道などが）曲がりくねる,"Please wind the clock.","時計のねじを巻いてください。"
assume,〜だと仮定する・思い込む・〜を引き受ける,"Let's assume that he is right.","彼が正しいと仮定しましょう。"
desire,〜を強く望む・願望,"She desires to become a doctor.","彼女は医者になることを強く望んでいます。"
succeed,成功する・〜を継承する,"He succeeded in passing the exam.","彼は試験に合格することに成功しました。"
concept,概念・考え,"The concept is easy to understand.","その概念は理解しやすいです。"
fashion,やり方・流儀・流行,"Fashion changes every year.","流行は毎年変わります。"
device,装置・工夫・道具,"This device is very useful.","この装置はとても便利です。"
rare,まれな・珍しい,"It is rare to see snow here.","ここで雪を見ることは珍しいです。"
rarely,めったに〜ない,"He rarely eats fast food.","彼はめったにファストフードを食べません。"
legal,法律の・合法の,"It is legal to drive at the age of eighteen.","18歳で運転することは合法です。"
independent,独立した,"She became independent at a young age.","彼女は若いうちに自立しました。"
extreme,極端な・過激な,"The weather was extreme last summer.","昨年の夏は天候が極端でした。"
extremely,極端に・非常に,"The movie was extremely interesting.","その映画はとても面白かったです。"
actual,実際の・現実の,"The actual cost was higher than expected.","実際の費用は予想より高かったです。"
actually,実際には・実は,"Actually, I have never been to Kyoto.","実は、私は京都へ行ったことがありません。"
willing,いとわない・かまわないと思う,"She is willing to help anyone.","彼女は誰でも快く助けてくれます。"
urban,都市の・都会の,"Many people prefer urban life.","多くの人が都会での生活を好みます。"
whereas,〜する一方で・〜に対して,"My brother likes sports, whereas I prefer reading.","兄はスポーツが好きですが、一方で私は読書の方が好きです。"

