district,地区・行政区,"He lives in the shopping district.","彼は商店街の地区に住んでいます。"
conservation,保護・保存,"Nature conservation is important for our future.","自然保護は私たちの未来にとって重要です。"
harvest,収穫・収穫物,"This year's rice harvest was excellent.","今年の米の収穫は素晴らしかったです。"
predator,捕食動物,"The wolf is a predator.","オオカミは捕食動物です。"
trap,わな,"The fox escaped from the trap.","キツネはわなから逃げました。"
trick,コツ・いたずら,"Can you teach me the trick to solving this puzzle?","このパズルを解くコツを教えてくれますか。"
fault,責任・欠点,"It was not your fault.","それはあなたの責任ではありませんでした。"
discount,割引,"Students receive a 20% discount.","学生は20％の割引を受けられます。"
bias,偏見,"We should judge people without bias.","私たちは偏見なく人を判断すべきです。"
cooperation,協力・共同,"Thank you for your cooperation.","ご協力ありがとうございます。"
patent,特許,"The inventor applied for a patent.","その発明家は特許を申請しました。"
dialogue,対話,"Dialogue is the key to solving conflicts.","対話は対立を解決する鍵です。"
component,構成要素,"Water is a major component of the human body.","水は人体の主要な構成要素です。"
reputation,評判,"The restaurant has an excellent reputation.","そのレストランはとても評判が良いです。"
verbal,言葉による,"They made a verbal agreement.","彼らは口頭で合意しました。"
internal,内部の,"The company made internal changes.","その会社は内部改革を行いました。"
solid,しっかりした・固体の,"The bridge has a solid structure.","その橋はしっかりした構造をしています。"
remote,遠く離れた,"They live in a remote mountain village.","彼らは遠く離れた山村に住んでいます。"
principal,主要な,"The principal reason is cost.","主な理由は費用です。"
sophisticated,高度な・洗練された,"The hospital uses sophisticated equipment.","その病院は高度な設備を使用しています。"
equivalent,等しい・相当する,"One euro is roughly equivalent to 170 yen.","1ユーロはおよそ170円に相当します。"
rational,理性的な,"She made a rational decision.","彼女は理性的な判断をしました。"
relevant,関係がある,"His experience is relevant to this job.","彼の経験はこの仕事に関係があります。"
absolute,絶対的な,"There is no absolute answer.","絶対的な答えはありません。"
frequent,頻繁な,"Frequent exercise improves your health.","頻繁な運動は健康を改善します。"
permanent,永続的な,"The damage was not permanent.","その損傷は永久的なものではありませんでした。"
intense,強烈な,"He felt intense pain after the accident.","彼は事故の後、激しい痛みを感じました。"
meaningful,意味のある,"We had a meaningful conversation.","私たちは意味のある会話をしました。"
commit,（罪など）を犯す・〜を委ねる,"He committed himself to helping others.","彼は人を助けることに専念することを決意しました。"
stimulate,〜を刺激する,"The teacher stimulated the students' interest in science.","先生は生徒たちの科学への興味を刺激しました。"
enhance,（価値など）を高める・増す,"Regular exercise enhances your health.","定期的な運動は健康を向上させます。"
pursue,〜を追求する・追跡する,"She decided to pursue her dream of becoming a doctor.","彼女は医者になる夢を追い求めることにしました。"
react,反応する,"People react differently to stress.","人はストレスに対してさまざまに反応します。"
disagree,不賛成である,"I disagree with your opinion.","私はあなたの意見に反対です。"
stare,じっと見る,"Don't stare at strangers.","知らない人をじろじろ見てはいけません。"
abandon,〜を捨てる・見捨てる,"They had to abandon the plan because of the storm.","嵐のため彼らはその計画を断念しなければなりませんでした。"
quit,〜をやめる,"He quit his job last month.","彼は先月仕事を辞めました。"
capture,〜を捕らえる,"The police captured the thief.","警察はその泥棒を捕まえました。"
transfer,〜を移す・移動する,"She transferred the files to her new computer.","彼女はファイルを新しいパソコンに移しました。"
bother,〜を悩ませる・困らせる,"Sorry to bother you.","お邪魔してすみません。"
persuade,〜を説得する,"She persuaded her parents to let her study abroad.","彼女は両親を説得して留学させてもらいました。"
rent,〜を賃借りする,"We rented a car for our vacation.","私たちは休暇のために車を借りました。"
breed,〜を繁殖させる・育てる,"Many farmers breed cows.","多くの農家が牛を飼育しています。"
invest,〜を投資する,"He invested his money in stocks.","彼は株にお金を投資しました。"
reserve,〜を予約する・取っておく,"I'd like to reserve a table for four.","4人分の席を予約したいです。"
trace,（足跡・起源など）をたどる,"The police traced the phone call.","警察はその電話を追跡しました。"
illustrate,〜を説明する・例証する,"The teacher illustrated the idea with pictures.","先生は絵を使ってその考えを説明しました。"
advise,〜に忠告する・助言する,"I advise you to get some rest.","少し休むことを勧めます。"
convey,〜を伝える・運ぶ,"Words cannot convey my feelings.","言葉では私の気持ちを伝えられません。"
attach,〜を貼り付ける・添付する,"Please attach the file to your email.","メールにそのファイルを添付してください。"
stretch,〜を伸ばす,"She stretched her arms after studying.","彼女は勉強の後で腕を伸ばしました。"
puzzle,〜を当惑させる,"The difficult question puzzled everyone.","その難しい質問はみんなを困惑させました。"
disturb,〜をかき乱す・邪魔する,"Sorry to disturb you while you're working.","仕事中にお邪魔してすみません。"
crash,衝突する・墜落する,"The car crashed into a tree.","その車は木に衝突しました。"
cope,うまく処理する・対処する,"She can cope with difficult situations.","彼女は困難な状況にうまく対処できます。"
permit,〜を許可する,"Smoking is not permitted here.","ここでは喫煙は許可されていません。"
impress,〜を感動させる,"His speech impressed the audience.","彼のスピーチは聴衆に感銘を与えました。"
suspect,〜ではないかと疑う,"The police suspected him of theft.","警察は彼が窃盗をしたのではないかと疑いました。"
upset,〜を動揺させる,"The bad news upset her.","その悪い知らせは彼女を動揺させました。"
frighten,（人）を怖がらせる,"The loud noise frightened the child.","大きな音がその子どもを怖がらせました。"
import,〜を輸入する,"Japan imports a lot of food.","日本は多くの食料を輸入しています。"
export,〜を輸出する,"This company exports cars worldwide.","この会社は世界中に車を輸出しています。"
investigate,〜を調査する・捜査する,"The police are investigating the accident.","警察はその事故を捜査しています。"
monitor,〜を監視する・傍受する,"Doctors monitored the patient's condition.","医師たちは患者の容体を監視しました。"
calculate,〜を計算する,"Can you calculate the total cost?","合計金額を計算できますか。"
eliminate,〜を取り除く・排除する,"We need to eliminate unnecessary costs.","不要な費用を削減する必要があります。"
ease,〜を軽減する・和らげる,"This medicine will ease your pain.","この薬はあなたの痛みを和らげます。"
launch,〜を開始する・打ち上げる,"The company launched a new product.","その会社は新製品を発売しました。"
sequence,連続・順序,"Put the pictures in the correct sequence.","写真を正しい順番に並べてください。"
therapy,療法・治療,"She is receiving therapy for her injury.","彼女はけがの治療を受けています。"
symptom,症状・兆候,"A high fever is a common symptom of the disease.","高熱はその病気の一般的な症状です。"
incident,出来事・事件,"The incident happened late at night.","その事件は夜遅くに起こりました。"



