sensible,分別のある、賢明な,"That was a sensible decision.","それは賢明な判断でした。"
noble,高貴な、気高い,"She had a noble character.","彼女は気高い人格を持っていました。"
vague,あいまいな,"His explanation was too vague.","彼の説明はあまりにもあいまいでした。"
parallel,平行な,"The two roads are parallel.","その2本の道路は平行です。"
tense,緊張した,"Everyone felt tense before the game.","試合前はみんな緊張していました。"
vertical,垂直の,"Draw a vertical line.","垂直な線を引いてください。"
indigenous,先住民の、固有の,"The area is home to many indigenous people.","その地域には多くの先住民が暮らしています。"
aboriginal,先住民の,"The museum introduced Aboriginal culture.","その博物館は先住民の文化を紹介していました。"
seasonal,季節の,"Seasonal fruits are delicious.","旬の果物はおいしいです。"
abundant,豊富な,"The region has abundant natural resources.","その地域は天然資源が豊富です。"
hybrid,ハイブリッドの、雑種の,"He bought a hybrid car.","彼はハイブリッド車を買いました。"
irrelevant,無関係な,"His comment was irrelevant to the discussion.","彼の発言は議論とは無関係でした。"
ridiculous,ばかげた,"That's a ridiculous idea.","それはばかげた考えです。"
fairy,妖精,"The story is about a little fairy.","その物語は小さな妖精についてです。"
sensory,感覚の,"The game provides a rich sensory experience.","そのゲームは豊かな感覚体験を提供します。"
chronic,慢性的な,"He suffers from chronic back pain.","彼は慢性的な腰痛に悩んでいます。"
voluntary,自発的な、ボランティアの,"She does voluntary work on weekends.","彼女は週末にボランティア活動をしています。"
inclined,〜する傾向がある、傾いた,"I'm inclined to agree with you.","私はあなたの意見に賛成する傾向があります。"
thrive,繁栄する、成長する,"Plants thrive in warm climates.","植物は暖かい気候でよく育ちます。"
nurture,育てる、育む,"Parents should nurture their children's talents.","親は子どもの才能を育むべきです。"
click,クリックする,"Click the button to continue.","続けるにはボタンをクリックしてください。"
spin,回転する、回す,"The wheel began to spin quickly.","車輪は素早く回転し始めました。"
clip,切り抜く、留める,"She clipped the article from the newspaper.","彼女は新聞からその記事を切り抜きました。"
drag,引きずる,"He dragged the heavy box across the floor.","彼は重い箱を床の上で引きずりました。"
enforce,施行する、実施する,"The police enforce the law.","警察は法律を施行します。"
rob,奪う、強盗に入る,"The thieves robbed the bank.","泥棒たちは銀行に強盗に入りました。"
drain,排水する、使い果たす,"The rainwater drained into the river.","雨水は川へ流れ込みました。"
suspend,中断する、停止する,"The school suspended classes because of the storm.","学校は嵐のため授業を中止しました。"
drift,漂う,"The boat drifted out to sea.","そのボートは海へ漂っていきました。"
forgive,許す,"Please forgive my mistake.","私の間違いを許してください。"
profile,横顔、プロフィール,"Please update your online profile.","オンラインプロフィールを更新してください。"
appetite,食欲,"The walk gave me a good appetite.","散歩で食欲が湧きました。"
impulse,衝動,"He bought it on impulse.","彼は衝動買いをしました。"
script,台本、原稿,"She wrote the script for the movie.","彼女はその映画の脚本を書きました。"
anniversary,記念日,"They celebrated their wedding anniversary.","彼らは結婚記念日を祝いました。"
pension,年金,"My grandfather lives on his pension.","祖父は年金で生活しています。"
infer,推測する,"We can infer the answer from the data.","私たちはそのデータから答えを推測できます。"
esteem,尊敬する、尊重する,"She is highly esteemed by her coworkers.","彼女は同僚からとても尊敬されています。"
tackle,取り組む,"We need to tackle this problem immediately.","私たちはこの問題にすぐ取り組む必要があります。"
venture,冒険、危険を冒して行う,"They ventured into the forest.","彼らは森へ冒険に出かけました。"
accelerate,加速する,"The car accelerated quickly.","その車はすぐに加速しました。"
accustom,慣れさせる,"It took time to accustom myself to the new job.","新しい仕事に慣れるのに時間がかかりました。"
tempt,誘惑する,"The smell of fresh bread tempted me.","焼きたてのパンの香りが私を誘惑しました。"
withdraw,引き出す、撤退する,"She withdrew money from the ATM.","彼女はATMでお金を引き出しました。"
yawn,あくびをする,"He yawned during the long meeting.","彼は長い会議中にあくびをしました。"
blink,まばたきする,"She blinked in surprise.","彼女は驚いてまばたきをしました。"
dye,染める,"She dyed her hair brown.","彼女は髪を茶色に染めました。"
spill,こぼす,"Be careful not to spill the milk.","牛乳をこぼさないように気を付けてください。"
twist,ねじる、ひねる,"Twist the lid to open the bottle.","ふたをひねって瓶を開けてください。"
crush,押しつぶす,"The box was crushed during shipping.","その箱は輸送中に押しつぶされました。"
pin,ピンで留める,"She pinned the note to the wall.","彼女はメモを壁にピンで留めました。"
uncover,明らかにする、見つける,"The investigation uncovered the truth.","その調査は真実を明らかにしました。"
exploit,利用する、搾取する,"Some companies exploit cheap labor.","一部の企業は安い労働力を搾取しています。"
implement,実施する、実行する,"The company implemented a new policy.","その会社は新しい方針を実施しました。"
offspring,子孫、子,"The bird was protecting its offspring.","その鳥は自分のひなを守っていました。"
famine,飢饉、食糧不足,"Many people suffered during the famine.","多くの人々がその飢饉で苦しみました。"
deforestation,森林伐採,"Deforestation threatens many animal species.","森林伐採は多くの動物種を脅かしています。"
jail,刑務所、拘置所,"The criminal was sent to jail.","その犯罪者は刑務所に送られました。"
commodity,商品、有用なもの,"Oil is an important commodity.","石油は重要な商品です。"
format,書式、形式,"Please use the correct format for your report.","レポートは正しい書式で作成してください。"
recipient,受け取る人、受領者,"She was the recipient of the award.","彼女はその賞の受賞者でした。"
syndrome,症候群、シンドローム,"The disease is associated with a rare syndrome.","その病気は珍しい症候群と関連しています。"
chamber,部屋、議院,"The meeting was held in a large chamber.","会議は大きな部屋で開かれました。"
utility,公共事業、公共料金、実用性,"The utility of this tool is obvious.","この道具の実用性は明らかです。"
cattle,牛（集合的）,"The farmer keeps cattle on his ranch.","その農場主は牧場で牛を飼っています。"
herd,群れ,"A herd of elephants crossed the road.","象の群れが道路を横切りました。"
fluid,液体、流動体,"Drink plenty of fluids when you have a fever.","熱があるときは水分を十分に取りましょう。"
pity,哀れみ、残念なこと,"It's a pity that you couldn't come.","あなたが来られなかったのは残念です。"
hierarchy,階級制度、ヒエラルキー,"The company has a clear hierarchy.","その会社には明確な階級制度があります。"
monument,記念碑、遺跡,"We visited a famous monument.","私たちは有名な記念碑を訪れました。"
asset,資産、価値のあるもの,"Her experience is a valuable asset.","彼女の経験は貴重な財産です。"
decent,まずまずの、きちんとした,"He earns a decent salary.","彼はまずまずの給料をもらっています。"
competent,有能な、適任の,"She is a competent engineer.","彼女は有能な技術者です。"
straightforward,単純な、率直な,"The instructions are straightforward.","その説明はわかりやすいです。"
republic,共和国,"France is a republic.","フランスは共和国です。"
combat,戦闘、対立,"The country is trying to combat crime.","その国は犯罪と戦おうとしています。"
debris,残骸、がれき,"The streets were covered with debris after the storm.","嵐の後、通りはがれきで覆われていました。"
bug,虫、病原菌、欠陥,"The programmer fixed a bug in the software.","そのプログラマーはソフトウェアのバグを修正しました。"
fraction,一部、分数、わずか,"Only a fraction of the students passed the test.","試験に合格したのは学生のほんの一部でした。"
index,指標、索引、指数,"The book has a detailed index.","その本には詳しい索引があります。"
intuition,直感、直観力,"I trusted my intuition.","私は自分の直感を信じました。"
ashamed,恥じて,"She was ashamed of her mistake.","彼女は自分のミスを恥じていました。"
humble,謙虚な、質素な,"He remained humble despite his success.","彼は成功しても謙虚なままでした。"
peculiar,特有の、奇妙な,"This plant is peculiar to Japan.","この植物は日本特有です。"
steep,急な、急激な,"We climbed a steep hill.","私たちは急な坂を登りました。"
trivial,ささいな、取るに足りない,"Don't worry about trivial problems.","ささいな問題を気にしないでください。"
magnificent,壮大な、見事な,"The palace was magnificent.","その宮殿は壮大でした。"
wireless,無線の,"I use a wireless keyboard.","私はワイヤレスキーボードを使っています。"
interior,内部の、室内の,"The interior of the house is beautiful.","その家の内装は美しいです。"
transparent,透明な、明白な,"The water is crystal clear and transparent.","その水は透き通っていて透明です。"
aesthetic,美的な、美学の,"The building has great aesthetic value.","その建物は高い美的価値があります。"
deliberate,故意の、慎重な,"It was a deliberate decision.","それは慎重に下した決断でした。"
demographic,人口統計学の,"The report analyzes demographic changes.","その報告書は人口動態の変化を分析しています。"
prehistoric,有史以前の,"They discovered prehistoric tools.","彼らは先史時代の道具を発見しました。"
innate,生まれながらの、固有の,"She has an innate talent for music.","彼女には生まれつき音楽の才能があります。"
