indifferent,無関心な,"He seemed indifferent to the news.","彼はその知らせに無関心なようでした。"
inferior,劣った、下位の,"This product is inferior in quality.","この製品は品質が劣っています。"
awkward,ぎこちない、気まずい,"There was an awkward silence.","気まずい沈黙が流れました。"
obese,肥満した,"The doctor advised the obese patient to exercise.","医師は肥満した患者に運動を勧めました。"
pregnant,妊娠している,"She is pregnant with her first child.","彼女は第一子を妊娠しています。"
intimate,親密な,"They have been intimate friends for years.","彼らは長年親しい友人です。"
medieval,中世の,"We visited a medieval castle.","私たちは中世の城を訪れました。"
sacred,神聖な,"This temple is a sacred place.","この寺院は神聖な場所です。"
simultaneously,同時に,"The two runners crossed the finish line simultaneously.","2人のランナーは同時にゴールしました。"
versus,～対～,"Today's game is Japan versus Brazil.","今日の試合は日本対ブラジルです。"
